3.480796  0.600000
4.783951  0.216667
6.121399  0.216667
7.510288  0.216667
8.864883  0.216667
10.339506  0.283333
11.659808  0.200000
13.220164  0.283333
14.780521  0.250000
16.135117  0.200000
17.524006  0.333333
19.615913  0.300000
21.724966  0.383333
23.782579  0.416667
26.320303  0.500000
27.383402  0.150000
29.286694  0.333333
30.264061  0.200000
32.184498  0.300000
33.521946  0.200000
35.836761  0.500000
37.105621  0.200000
37.962963  0.033333
39.180382  0.283333
40.860767  0.333333
42.506859  0.150000
43.861454  0.266666
45.661865  0.300000
46.947872  0.366667
48.765434  0.266667
50.634430  0.250000
52.623455  0.416667
54.681068  0.350000
56.207130  0.250000
58.161865  0.466667
59.722221  0.116667
61.745541  0.483333
63.443069  0.133333
65.517830  0.483333
67.935524  0.483333
69.461594  0.200000
70.884773  0.350000
72.633743  0.183333
74.039780  0.250000
75.462959  0.483333
77.692047  0.233333
78.995201  0.183333
80.812759  0.650000
82.081619  0.116667
82.938957  -0.066667
84.653633  0.333333
84.996567  0.066667
86.556931  0.433333
88.117287  0.216667
89.420441  0.466666
90.740738  -0.066667
91.941017  0.550000
94.118652  0.150000
96.262001  0.616667
96.862137  0.333333
98.182442  0.083333
99.211243  0.416667
99.982849  0.133333
99.982849  -0.133333
