0.666667 0.666667
5.483333 0.866667
10.616667 1.100000
16.216667 1.500000
21.866667 1.550000
27.666667 1.850000
34.033333 2.200000
40.866667 2.550000
50.183333 2.766667
57.216667 3.000000
64.550000 3.516667
72.866667 3.650000
80.850000 4.133333
90.200000 4.683333
99.983333 5.066667
110.283333 5.283333
121.150000 5.733333
134.550000 5.950000
149.750000 6.333333
163.266667 6.750000
174.266667 6.850000
191.533333 7.100000
206.616667 7.300000
218.483333 7.566667
235.100000 7.783334
247.733333 8.616667
260.066667 8.233333
272.933333 8.616667
286.466667 8.850000
299.933333 9.083333
314.333333 9.800000
329.116667 10.083333
344.000000 10.383333
360.666667 10.450000
376.166667 10.633333
397.333333 11.516667
416.850000 11.933333
434.233333 12.416667
454.250000 12.833333
474.933333 12.516667
502.033333 12.800000
526.300000 13.700000
552.450000 13.850000
574.316667 14.300000
596.000000 14.183333
618.133333 15.100000
641.016667 15.200000
668.400000 15.683333
695.450000 16.033333
718.016667 16.300000
745.550000 15.950000
784.400000 16.183333
820.933333 16.516667
857.183333 17.466667
884.383333 17.366667
915.700000 18.183333
942.066667 18.850000
965.500000 18.166667
