1.033333 1.033333
6.183333 1.216667
11.583333 1.450000
17.250000 1.616667
23.250000 1.850000
29.500000 2.150000
40.483333 2.533333
47.300000 2.883333
55.200000 3.283333
63.133333 3.916667
74.116667 4.500000
85.833333 5.200000
99.733333 5.816667
113.316667 6.200000
128.750000 6.783333
143.850000 7.266667
160.316667 7.483333
181.916667 7.900000
199.033333 8.600000
216.250000 9.116667
234.333333 9.416667
260.050000 9.716667
278.866667 10.433333
297.383333 10.950000
319.300000 11.866667
337.600000 12.000000
356.600000 12.583333
386.683333 13.450000
409.466667 13.683333
433.166667 14.216667
457.283333 14.766667
484.150000 15.033333
511.116667 15.266667
547.816667 15.483333
572.033333 15.683333
596.666667 18.533333
620.833333 16.500000
647.450000 17.333333
675.900000 17.183333
699.783333 18.150000
