1.050000  1.050000
6.466667  0.166667
12.316667  0.250000
18.716667  0.466667
25.616667  0.483333
32.416667  -0.050000
39.366667  0.216667
46.350000  0.283333
55.616667  0.816667
68.733333  0.583333
78.600000  0.083333
89.900000  0.966667
101.166667  1.166667
112.683333  0.050000
127.616667  0.350000
140.550000  0.966667
160.533333  0.316667
182.783333  0.433333
200.416667  0.850000
217.333333  0.216667
241.450000  0.616667
261.650000  0.783333
289.733333  0.000000
311.466667  1.333333
332.700000  -0.483334
352.500000  1.300000
375.483333  -0.416667
401.083333  3.566666
424.516667  -2.816667
452.383333  0.566667
474.916667  1.050000
501.883333  1.750000
546.983333  1.100000
577.066667  0.083333
609.083333  -0.116667
649.500000  -0.066667
678.733333  1.566667
710.033333  -0.316667
736.700000  -1.250000
765.516667  2.533334
791.733333  0.050000
815.383333  -1.000000
840.866667  0.083333
876.883333  0.016667
904.483333  -0.200000
927.650000  -0.033334
951.383333  -0.116667
